,Board Size,Number of Runs,Depth,Prune,Win Chance,Average Time(s),Average Visited Nodes
0,7 * 10,200,1,False,0.74,0.013974565267562866,42.515
1,7 * 10,200,3,False,1.0,1.315408080816269,4751.455
2,7 * 10,150,5,False,1.0,140.0866301250458,503283.75333333336
3,7 * 10,200,1,True,0.735,0.013793728351593017,40.7
4,7 * 10,200,3,True,0.985,0.29737048387527465,1175.66
5,7 * 10,200,5,True,1.0,7.525485368967057,30501.52
6,7 * 10,120,7,True,1.0,163.82922951777775,668960.4
