,Board Size,Number of Runs,Depth,Prune,Win Chance,Average Time(s),Average Visited Nodes
0,6 * 7,200,1,False,0.66,0.005825634002685547,30.76
1,6 * 7,200,3,False,0.98,0.2527670419216156,1697.235
2,6 * 7,200,5,False,0.995,13.962643880844116,92361.79
3,6 * 7,200,1,True,0.51,0.006585980653762817,33.745
4,6 * 7,200,3,True,0.975,0.09909831404685975,695.61
5,6 * 7,200,5,True,1.0,1.4195913314819335,10389.48
6,6 * 7,200,7,True,0.995,17.678909223079682,132051.05
