,Board Size,Number of Runs,Depth,Prune,Win Chance,Average Time(s),Average Visited Nodes
0,7 * 8,200,1,False,0.765,0.008308534622192382,34.92
1,7 * 8,200,3,False,0.975,0.49867334961891174,2491.89
2,7 * 8,200,5,False,0.995,34.96322736263275,166052.89
3,7 * 8,200,1,True,0.665,0.009382168054580689,34.825
4,7 * 8,200,3,True,1.0,0.16047148585319518,801.435
5,7 * 8,200,5,True,1.0,3.015774927139282,15535.025
6,7 * 8,200,7,True,1.0,48.4571701669693,257387.46
